sample	State	Country	Year	sampleID
1938-US-FL	US-FL	US	1938	1938-US-FL
1938-US-GA	US-GA	US	1938	1938-US-GA
1938-US-IA	US-IA	US	1938	1938-US-IA
1938-US-IL	US-IL	US	1938	1938-US-IL
1938-US-IN	US-IN	US	1938	1938-US-IN
1938-US-LA	US-LA	US	1938	1938-US-LA
1938-US-MA	US-MA	US	1938	1938-US-MA
1938-US-MD	US-MD	US	1938	1938-US-MD
1938-US-MI	US-MI	US	1938	1938-US-MI
1938-US-MS	US-MS	US	1938	1938-US-MS
1938-US-NC	US-NC	US	1938	1938-US-NC
1938-US-ND	US-ND	US	1938	1938-US-ND
1938-US-NH	US-NH	US	1938	1938-US-NH
1938-US-NJ	US-NJ	US	1938	1938-US-NJ
1938-US-NM	US-NM	US	1938	1938-US-NM
1938-US-NY	US-NY	US	1938	1938-US-NY
1938-US-OH	US-OH	US	1938	1938-US-OH
1938-US-OK	US-OK	US	1938	1938-US-OK
1938-US-PA	US-PA	US	1938	1938-US-PA
1938-US-SC	US-SC	US	1938	1938-US-SC
1938-US-TN	US-TN	US	1938	1938-US-TN
1938-US-TX	US-TX	US	1938	1938-US-TX
1938-US-UT	US-UT	US	1938	1938-US-UT
1938-US-VA	US-VA	US	1938	1938-US-VA
1938-US-VT	US-VT	US	1938	1938-US-VT
1938-US-WA	US-WA	US	1938	1938-US-WA
1938-US-WI	US-WI	US	1938	1938-US-WI
1938-US-WV	US-WV	US	1938	1938-US-WV
1939-CA-AB	CA-AB	CA	1939	1939-CA-AB
1939-CA-BC	CA-BC	CA	1939	1939-CA-BC
