sample	State	Country	Year	sampleID
1964-US-MI	US-MI	US	1964	1964-US-MI
1964-US-MN	US-MN	US	1964	1964-US-MN
1964-US-MO	US-MO	US	1964	1964-US-MO
1964-US-MS	US-MS	US	1964	1964-US-MS
1964-US-MT	US-MT	US	1964	1964-US-MT
1964-US-NC	US-NC	US	1964	1964-US-NC
1964-US-ND	US-ND	US	1964	1964-US-ND
1964-US-NE	US-NE	US	1964	1964-US-NE
1964-US-NH	US-NH	US	1964	1964-US-NH
1964-US-NJ	US-NJ	US	1964	1964-US-NJ
1964-US-NM	US-NM	US	1964	1964-US-NM
1964-US-NV	US-NV	US	1964	1964-US-NV
1964-US-NY	US-NY	US	1964	1964-US-NY
1964-US-OH	US-OH	US	1964	1964-US-OH
1964-US-OK	US-OK	US	1964	1964-US-OK
1964-US-OR	US-OR	US	1964	1964-US-OR
1964-US-PA	US-PA	US	1964	1964-US-PA
1964-US-RI	US-RI	US	1964	1964-US-RI
1964-US-SC	US-SC	US	1964	1964-US-SC
1964-US-SD	US-SD	US	1964	1964-US-SD
1964-US-TN	US-TN	US	1964	1964-US-TN
1964-US-TX	US-TX	US	1964	1964-US-TX
1964-US-UT	US-UT	US	1964	1964-US-UT
1964-US-VA	US-VA	US	1964	1964-US-VA
1964-US-VT	US-VT	US	1964	1964-US-VT
1964-US-WA	US-WA	US	1964	1964-US-WA
1964-US-WI	US-WI	US	1964	1964-US-WI
1964-US-WV	US-WV	US	1964	1964-US-WV
1964-US-WY	US-WY	US	1964	1964-US-WY
1965-CA-AB	CA-AB	CA	1965	1965-CA-AB
1965-CA-BC	CA-BC	CA	1965	1965-CA-BC
1965-CA-MB	CA-MB	CA	1965	1965-CA-MB
1965-CA-NB	CA-NB	CA	1965	1965-CA-NB
1965-CA-NL	CA-NL	CA	1965	1965-CA-NL
1965-CA-NS	CA-NS	CA	1965	1965-CA-NS
1965-CA-NT	CA-NT	CA	1965	1965-CA-NT
1965-CA-NU	CA-NU	CA	1965	1965-CA-NU
1965-CA-ON	CA-ON	CA	1965	1965-CA-ON
1965-CA-PE	CA-PE	CA	1965	1965-CA-PE
1965-CA-QC	CA-QC	CA	1965	1965-CA-QC
1965-CA-SK	CA-SK	CA	1965	1965-CA-SK
1965-CA-YT	CA-YT	CA	1965	1965-CA-YT
1965-US-AK	US-AK	US	1965	1965-US-AK
1965-US-AL	US-AL	US	1965	1965-US-AL
1965-US-AR	US-AR	US	1965	1965-US-AR
1965-US-AZ	US-AZ	US	1965	1965-US-AZ
1965-US-CA	US-CA	US	1965	1965-US-CA
1965-US-CO	US-CO	US	1965	1965-US-CO
1965-US-CT	US-CT	US	1965	1965-US-CT
1965-US-DC	US-DC	US	1965	1965-US-DC
1965-US-DE	US-DE	US	1965	1965-US-DE
1965-US-FL	US-FL	US	1965	1965-US-FL
1965-US-GA	US-GA	US	1965	1965-US-GA
1965-US-HI	US-HI	US	1965	1965-US-HI
1965-US-IA	US-IA	US	1965	1965-US-IA
1965-US-ID	US-ID	US	1965	1965-US-ID
1965-US-IL	US-IL	US	1965	1965-US-IL
1965-US-IN	US-IN	US	1965	1965-US-IN
1965-US-KS	US-KS	US	1965	1965-US-KS
1965-US-KY	US-KY	US	1965	1965-US-KY
1965-US-LA	US-LA	US	1965	1965-US-LA
1965-US-MA	US-MA	US	1965	1965-US-MA
1965-US-MD	US-MD	US	1965	1965-US-MD
1965-US-ME	US-ME	US	1965	1965-US-ME
1965-US-MI	US-MI	US	1965	1965-US-MI
1965-US-MN	US-MN	US	1965	1965-US-MN
1965-US-MO	US-MO	US	1965	1965-US-MO
1965-US-MS	US-MS	US	1965	1965-US-MS
1965-US-MT	US-MT	US	1965	1965-US-MT
1965-US-NC	US-NC	US	1965	1965-US-NC
1965-US-ND	US-ND	US	1965	1965-US-ND
1965-US-NE	US-NE	US	1965	1965-US-NE
1965-US-NH	US-NH	US	1965	1965-US-NH
1965-US-NJ	US-NJ	US	1965	1965-US-NJ
1965-US-NM	US-NM	US	1965	1965-US-NM
1965-US-NV	US-NV	US	1965	1965-US-NV
1965-US-NY	US-NY	US	1965	1965-US-NY
1965-US-OH	US-OH	US	1965	1965-US-OH
1965-US-OK	US-OK	US	1965	1965-US-OK
1965-US-OR	US-OR	US	1965	1965-US-OR
1965-US-PA	US-PA	US	1965	1965-US-PA
1965-US-RI	US-RI	US	1965	1965-US-RI
1965-US-SC	US-SC	US	1965	1965-US-SC
1965-US-SD	US-SD	US	1965	1965-US-SD
1965-US-TN	US-TN	US	1965	1965-US-TN
1965-US-TX	US-TX	US	1965	1965-US-TX
1965-US-UT	US-UT	US	1965	1965-US-UT
1965-US-VA	US-VA	US	1965	1965-US-VA
1965-US-VT	US-VT	US	1965	1965-US-VT
1965-US-WA	US-WA	US	1965	1965-US-WA
1965-US-WI	US-WI	US	1965	1965-US-WI
1965-US-WV	US-WV	US	1965	1965-US-WV
1965-US-WY	US-WY	US	1965	1965-US-WY
1966-CA-AB	CA-AB	CA	1966	1966-CA-AB
1966-CA-BC	CA-BC	CA	1966	1966-CA-BC
1966-CA-MB	CA-MB	CA	1966	1966-CA-MB
1966-CA-NB	CA-NB	CA	1966	1966-CA-NB
1966-CA-NL	CA-NL	CA	1966	1966-CA-NL
1966-CA-NS	CA-NS	CA	1966	1966-CA-NS
1966-CA-NT	CA-NT	CA	1966	1966-CA-NT
1966-CA-NU	CA-NU	CA	1966	1966-CA-NU
1966-CA-ON	CA-ON	CA	1966	1966-CA-ON
1966-CA-PE	CA-PE	CA	1966	1966-CA-PE
1966-CA-QC	CA-QC	CA	1966	1966-CA-QC
1966-CA-SK	CA-SK	CA	1966	1966-CA-SK
1966-CA-YT	CA-YT	CA	1966	1966-CA-YT
1966-US-AK	US-AK	US	1966	1966-US-AK
1966-US-AL	US-AL	US	1966	1966-US-AL
1966-US-AR	US-AR	US	1966	1966-US-AR
1966-US-AZ	US-AZ	US	1966	1966-US-AZ
1966-US-CA	US-CA	US	1966	1966-US-CA
1966-US-CO	US-CO	US	1966	1966-US-CO
1966-US-CT	US-CT	US	1966	1966-US-CT
1966-US-DC	US-DC	US	1966	1966-US-DC
1966-US-DE	US-DE	US	1966	1966-US-DE
1966-US-FL	US-FL	US	1966	1966-US-FL
1966-US-GA	US-GA	US	1966	1966-US-GA
1966-US-IA	US-IA	US	1966	1966-US-IA
1966-US-IL	US-IL	US	1966	1966-US-IL
1966-US-IN	US-IN	US	1966	1966-US-IN
1966-US-KS	US-KS	US	1966	1966-US-KS
1966-US-KY	US-KY	US	1966	1966-US-KY
1966-US-LA	US-LA	US	1966	1966-US-LA
1966-US-MA	US-MA	US	1966	1966-US-MA
1966-US-MD	US-MD	US	1966	1966-US-MD
1966-US-ME	US-ME	US	1966	1966-US-ME
1966-US-MI	US-MI	US	1966	1966-US-MI
1966-US-MN	US-MN	US	1966	1966-US-MN
1966-US-MO	US-MO	US	1966	1966-US-MO
1966-US-MS	US-MS	US	1966	1966-US-MS
1966-US-MT	US-MT	US	1966	1966-US-MT
1966-US-NC	US-NC	US	1966	1966-US-NC
1966-US-ND	US-ND	US	1966	1966-US-ND
1966-US-NE	US-NE	US	1966	1966-US-NE
1966-US-NH	US-NH	US	1966	1966-US-NH
1966-US-NJ	US-NJ	US	1966	1966-US-NJ
1966-US-NM	US-NM	US	1966	1966-US-NM
1966-US-NV	US-NV	US	1966	1966-US-NV
1966-US-NY	US-NY	US	1966	1966-US-NY
1966-US-OH	US-OH	US	1966	1966-US-OH
1966-US-OK	US-OK	US	1966	1966-US-OK
1966-US-OR	US-OR	US	1966	1966-US-OR
1966-US-PA	US-PA	US	1966	1966-US-PA
1966-US-RI	US-RI	US	1966	1966-US-RI
1966-US-SC	US-SC	US	1966	1966-US-SC
1966-US-SD	US-SD	US	1966	1966-US-SD
1966-US-TN	US-TN	US	1966	1966-US-TN
1966-US-TX	US-TX	US	1966	1966-US-TX
1966-US-UT	US-UT	US	1966	1966-US-UT
1966-US-VA	US-VA	US	1966	1966-US-VA
1966-US-VT	US-VT	US	1966	1966-US-VT
1966-US-WA	US-WA	US	1966	1966-US-WA
1966-US-WI	US-WI	US	1966	1966-US-WI
1966-US-WV	US-WV	US	1966	1966-US-WV
1966-US-WY	US-WY	US	1966	1966-US-WY
1967-CA-AB	CA-AB	CA	1967	1967-CA-AB
1967-CA-BC	CA-BC	CA	1967	1967-CA-BC
1967-CA-MB	CA-MB	CA	1967	1967-CA-MB
1967-CA-NB	CA-NB	CA	1967	1967-CA-NB
1967-CA-NL	CA-NL	CA	1967	1967-CA-NL
1967-CA-NS	CA-NS	CA	1967	1967-CA-NS
1967-CA-NT	CA-NT	CA	1967	1967-CA-NT
1967-CA-NU	CA-NU	CA	1967	1967-CA-NU
1967-CA-ON	CA-ON	CA	1967	1967-CA-ON
1967-CA-PE	CA-PE	CA	1967	1967-CA-PE
1967-CA-QC	CA-QC	CA	1967	1967-CA-QC
1967-CA-SK	CA-SK	CA	1967	1967-CA-SK
1967-CA-YT	CA-YT	CA	1967	1967-CA-YT
1967-US-AK	US-AK	US	1967	1967-US-AK
1967-US-AL	US-AL	US	1967	1967-US-AL
1967-US-AR	US-AR	US	1967	1967-US-AR
1967-US-AZ	US-AZ	US	1967	1967-US-AZ
1967-US-CA	US-CA	US	1967	1967-US-CA
1967-US-CO	US-CO	US	1967	1967-US-CO
1967-US-CT	US-CT	US	1967	1967-US-CT
1967-US-DC	US-DC	US	1967	1967-US-DC
1967-US-DE	US-DE	US	1967	1967-US-DE
1967-US-FL	US-FL	US	1967	1967-US-FL
1967-US-GA	US-GA	US	1967	1967-US-GA
1967-US-HI	US-HI	US	1967	1967-US-HI
1967-US-IA	US-IA	US	1967	1967-US-IA
1967-US-ID	US-ID	US	1967	1967-US-ID
1967-US-IL	US-IL	US	1967	1967-US-IL
1967-US-IN	US-IN	US	1967	1967-US-IN
1967-US-KS	US-KS	US	1967	1967-US-KS
1967-US-KY	US-KY	US	1967	1967-US-KY
1967-US-LA	US-LA	US	1967	1967-US-LA
1967-US-MA	US-MA	US	1967	1967-US-MA
1967-US-MD	US-MD	US	1967	1967-US-MD
1967-US-ME	US-ME	US	1967	1967-US-ME
1967-US-MI	US-MI	US	1967	1967-US-MI
1967-US-MN	US-MN	US	1967	1967-US-MN
1967-US-MO	US-MO	US	1967	1967-US-MO
1967-US-MS	US-MS	US	1967	1967-US-MS
1967-US-MT	US-MT	US	1967	1967-US-MT
1967-US-NC	US-NC	US	1967	1967-US-NC
1967-US-ND	US-ND	US	1967	1967-US-ND
1967-US-NE	US-NE	US	1967	1967-US-NE
1967-US-NH	US-NH	US	1967	1967-US-NH
1967-US-NJ	US-NJ	US	1967	1967-US-NJ
1967-US-NM	US-NM	US	1967	1967-US-NM
1967-US-NV	US-NV	US	1967	1967-US-NV
1967-US-NY	US-NY	US	1967	1967-US-NY
1967-US-OH	US-OH	US	1967	1967-US-OH
1967-US-OK	US-OK	US	1967	1967-US-OK
1967-US-OR	US-OR	US	1967	1967-US-OR
1967-US-PA	US-PA	US	1967	1967-US-PA
1967-US-RI	US-RI	US	1967	1967-US-RI
1967-US-SC	US-SC	US	1967	1967-US-SC
1967-US-SD	US-SD	US	1967	1967-US-SD
1967-US-TN	US-TN	US	1967	1967-US-TN
1967-US-TX	US-TX	US	1967	1967-US-TX
1967-US-UT	US-UT	US	1967	1967-US-UT
1967-US-VA	US-VA	US	1967	1967-US-VA
1967-US-VT	US-VT	US	1967	1967-US-VT
1967-US-WA	US-WA	US	1967	1967-US-WA
1967-US-WI	US-WI	US	1967	1967-US-WI
1967-US-WV	US-WV	US	1967	1967-US-WV
1967-US-WY	US-WY	US	1967	1967-US-WY
1968-CA-AB	CA-AB	CA	1968	1968-CA-AB
1968-CA-BC	CA-BC	CA	1968	1968-CA-BC
1968-CA-MB	CA-MB	CA	1968	1968-CA-MB
1968-CA-NB	CA-NB	CA	1968	1968-CA-NB
1968-CA-NL	CA-NL	CA	1968	1968-CA-NL
1968-CA-NS	CA-NS	CA	1968	1968-CA-NS
1968-CA-NT	CA-NT	CA	1968	1968-CA-NT
1968-CA-NU	CA-NU	CA	1968	1968-CA-NU
1968-CA-ON	CA-ON	CA	1968	1968-CA-ON
1968-CA-PE	CA-PE	CA	1968	1968-CA-PE
1968-CA-QC	CA-QC	CA	1968	1968-CA-QC
1968-CA-SK	CA-SK	CA	1968	1968-CA-SK
1968-CA-YT	CA-YT	CA	1968	1968-CA-YT
1968-US-AK	US-AK	US	1968	1968-US-AK
1968-US-AL	US-AL	US	1968	1968-US-AL
1968-US-AR	US-AR	US	1968	1968-US-AR
1968-US-AZ	US-AZ	US	1968	1968-US-AZ
1968-US-CA	US-CA	US	1968	1968-US-CA
1968-US-CO	US-CO	US	1968	1968-US-CO
1968-US-CT	US-CT	US	1968	1968-US-CT
1968-US-DC	US-DC	US	1968	1968-US-DC
1968-US-DE	US-DE	US	1968	1968-US-DE
1968-US-FL	US-FL	US	1968	1968-US-FL
1968-US-GA	US-GA	US	1968	1968-US-GA
1968-US-HI	US-HI	US	1968	1968-US-HI
1968-US-IA	US-IA	US	1968	1968-US-IA
1968-US-ID	US-ID	US	1968	1968-US-ID
1968-US-IL	US-IL	US	1968	1968-US-IL
1968-US-IN	US-IN	US	1968	1968-US-IN
1968-US-KS	US-KS	US	1968	1968-US-KS
1968-US-KY	US-KY	US	1968	1968-US-KY
1968-US-LA	US-LA	US	1968	1968-US-LA
1968-US-MA	US-MA	US	1968	1968-US-MA
1968-US-MD	US-MD	US	1968	1968-US-MD
1968-US-ME	US-ME	US	1968	1968-US-ME
1968-US-MI	US-MI	US	1968	1968-US-MI
1968-US-MN	US-MN	US	1968	1968-US-MN
1968-US-MO	US-MO	US	1968	1968-US-MO
1968-US-MS	US-MS	US	1968	1968-US-MS
1968-US-MT	US-MT	US	1968	1968-US-MT
1968-US-NC	US-NC	US	1968	1968-US-NC
1968-US-ND	US-ND	US	1968	1968-US-ND
1968-US-NE	US-NE	US	1968	1968-US-NE
1968-US-NH	US-NH	US	1968	1968-US-NH
1968-US-NJ	US-NJ	US	1968	1968-US-NJ
1968-US-NM	US-NM	US	1968	1968-US-NM
1968-US-NV	US-NV	US	1968	1968-US-NV
1968-US-NY	US-NY	US	1968	1968-US-NY
1968-US-OH	US-OH	US	1968	1968-US-OH
1968-US-OK	US-OK	US	1968	1968-US-OK
1968-US-OR	US-OR	US	1968	1968-US-OR
1968-US-PA	US-PA	US	1968	1968-US-PA
1968-US-RI	US-RI	US	1968	1968-US-RI
1968-US-SC	US-SC	US	1968	1968-US-SC
1968-US-SD	US-SD	US	1968	1968-US-SD
1968-US-TN	US-TN	US	1968	1968-US-TN
1968-US-TX	US-TX	US	1968	1968-US-TX
1968-US-UT	US-UT	US	1968	1968-US-UT
1968-US-VA	US-VA	US	1968	1968-US-VA
1968-US-VT	US-VT	US	1968	1968-US-VT
1968-US-WA	US-WA	US	1968	1968-US-WA
1968-US-WI	US-WI	US	1968	1968-US-WI
1968-US-WV	US-WV	US	1968	1968-US-WV
1968-US-WY	US-WY	US	1968	1968-US-WY
1969-CA-AB	CA-AB	CA	1969	1969-CA-AB
1969-CA-BC	CA-BC	CA	1969	1969-CA-BC
1969-CA-MB	CA-MB	CA	1969	1969-CA-MB
1969-CA-NB	CA-NB	CA	1969	1969-CA-NB
1969-CA-NL	CA-NL	CA	1969	1969-CA-NL
1969-CA-NS	CA-NS	CA	1969	1969-CA-NS
1969-CA-NT	CA-NT	CA	1969	1969-CA-NT
1969-CA-NU	CA-NU	CA	1969	1969-CA-NU
1969-CA-ON	CA-ON	CA	1969	1969-CA-ON
1969-CA-PE	CA-PE	CA	1969	1969-CA-PE
1969-CA-QC	CA-QC	CA	1969	1969-CA-QC
1969-CA-SK	CA-SK	CA	1969	1969-CA-SK
1969-CA-YT	CA-YT	CA	1969	1969-CA-YT
1969-US-AK	US-AK	US	1969	1969-US-AK
1969-US-AL	US-AL	US	1969	1969-US-AL
1969-US-AR	US-AR	US	1969	1969-US-AR
1969-US-AZ	US-AZ	US	1969	1969-US-AZ
1969-US-CA	US-CA	US	1969	1969-US-CA
1969-US-CO	US-CO	US	1969	1969-US-CO
1969-US-CT	US-CT	US	1969	1969-US-CT
1969-US-DC	US-DC	US	1969	1969-US-DC
1969-US-DE	US-DE	US	1969	1969-US-DE
1969-US-FL	US-FL	US	1969	1969-US-FL
1969-US-GA	US-GA	US	1969	1969-US-GA
1969-US-HI	US-HI	US	1969	1969-US-HI
1969-US-IA	US-IA	US	1969	1969-US-IA
1969-US-ID	US-ID	US	1969	1969-US-ID
1969-US-IL	US-IL	US	1969	1969-US-IL
1969-US-IN	US-IN	US	1969	1969-US-IN
1969-US-KS	US-KS	US	1969	1969-US-KS
1969-US-KY	US-KY	US	1969	1969-US-KY
1969-US-LA	US-LA	US	1969	1969-US-LA
1969-US-MA	US-MA	US	1969	1969-US-MA
1969-US-MD	US-MD	US	1969	1969-US-MD
1969-US-ME	US-ME	US	1969	1969-US-ME
1969-US-MI	US-MI	US	1969	1969-US-MI
1969-US-MN	US-MN	US	1969	1969-US-MN
1969-US-MO	US-MO	US	1969	1969-US-MO
1969-US-MS	US-MS	US	1969	1969-US-MS
1969-US-MT	US-MT	US	1969	1969-US-MT
1969-US-NC	US-NC	US	1969	1969-US-NC
1969-US-ND	US-ND	US	1969	1969-US-ND
1969-US-NE	US-NE	US	1969	1969-US-NE
1969-US-NH	US-NH	US	1969	1969-US-NH
1969-US-NJ	US-NJ	US	1969	1969-US-NJ
1969-US-NM	US-NM	US	1969	1969-US-NM
1969-US-NV	US-NV	US	1969	1969-US-NV
1969-US-NY	US-NY	US	1969	1969-US-NY
1969-US-OH	US-OH	US	1969	1969-US-OH
1969-US-OK	US-OK	US	1969	1969-US-OK
1969-US-OR	US-OR	US	1969	1969-US-OR
1969-US-PA	US-PA	US	1969	1969-US-PA
1969-US-RI	US-RI	US	1969	1969-US-RI
1969-US-SC	US-SC	US	1969	1969-US-SC
1969-US-SD	US-SD	US	1969	1969-US-SD
1969-US-TN	US-TN	US	1969	1969-US-TN
1969-US-TX	US-TX	US	1969	1969-US-TX
1969-US-UT	US-UT	US	1969	1969-US-UT
1969-US-VA	US-VA	US	1969	1969-US-VA
1969-US-VT	US-VT	US	1969	1969-US-VT
1969-US-WA	US-WA	US	1969	1969-US-WA
1969-US-WI	US-WI	US	1969	1969-US-WI
1969-US-WV	US-WV	US	1969	1969-US-WV
1969-US-WY	US-WY	US	1969	1969-US-WY
1970-CA-AB	CA-AB	CA	1970	1970-CA-AB
1970-CA-BC	CA-BC	CA	1970	1970-CA-BC
1970-CA-MB	CA-MB	CA	1970	1970-CA-MB
1970-CA-NB	CA-NB	CA	1970	1970-CA-NB
1970-CA-NL	CA-NL	CA	1970	1970-CA-NL
1970-CA-NS	CA-NS	CA	1970	1970-CA-NS
1970-CA-NT	CA-NT	CA	1970	1970-CA-NT
1970-CA-NU	CA-NU	CA	1970	1970-CA-NU
1970-CA-ON	CA-ON	CA	1970	1970-CA-ON
1970-CA-PE	CA-PE	CA	1970	1970-CA-PE
1970-CA-QC	CA-QC	CA	1970	1970-CA-QC
1970-CA-SK	CA-SK	CA	1970	1970-CA-SK
1970-CA-YT	CA-YT	CA	1970	1970-CA-YT
1970-US-AK	US-AK	US	1970	1970-US-AK
1970-US-AL	US-AL	US	1970	1970-US-AL
1970-US-AR	US-AR	US	1970	1970-US-AR
1970-US-AZ	US-AZ	US	1970	1970-US-AZ
1970-US-CA	US-CA	US	1970	1970-US-CA
1970-US-CO	US-CO	US	1970	1970-US-CO
1970-US-CT	US-CT	US	1970	1970-US-CT
1970-US-DC	US-DC	US	1970	1970-US-DC
1970-US-DE	US-DE	US	1970	1970-US-DE
1970-US-FL	US-FL	US	1970	1970-US-FL
1970-US-GA	US-GA	US	1970	1970-US-GA
1970-US-HI	US-HI	US	1970	1970-US-HI
1970-US-IA	US-IA	US	1970	1970-US-IA
1970-US-ID	US-ID	US	1970	1970-US-ID
1970-US-IL	US-IL	US	1970	1970-US-IL
1970-US-IN	US-IN	US	1970	1970-US-IN
1970-US-KS	US-KS	US	1970	1970-US-KS
1970-US-KY	US-KY	US	1970	1970-US-KY
1970-US-LA	US-LA	US	1970	1970-US-LA
1970-US-MA	US-MA	US	1970	1970-US-MA
1970-US-MD	US-MD	US	1970	1970-US-MD
1970-US-ME	US-ME	US	1970	1970-US-ME
1970-US-MI	US-MI	US	1970	1970-US-MI
1970-US-MN	US-MN	US	1970	1970-US-MN
1970-US-MO	US-MO	US	1970	1970-US-MO
1970-US-MS	US-MS	US	1970	1970-US-MS
1970-US-MT	US-MT	US	1970	1970-US-MT
1970-US-NC	US-NC	US	1970	1970-US-NC
1970-US-ND	US-ND	US	1970	1970-US-ND
1970-US-NE	US-NE	US	1970	1970-US-NE
1970-US-NH	US-NH	US	1970	1970-US-NH
1970-US-NJ	US-NJ	US	1970	1970-US-NJ
1970-US-NM	US-NM	US	1970	1970-US-NM
1970-US-NV	US-NV	US	1970	1970-US-NV
1970-US-NY	US-NY	US	1970	1970-US-NY
1970-US-OH	US-OH	US	1970	1970-US-OH
1970-US-OK	US-OK	US	1970	1970-US-OK
1970-US-OR	US-OR	US	1970	1970-US-OR
1970-US-PA	US-PA	US	1970	1970-US-PA
1970-US-RI	US-RI	US	1970	1970-US-RI
1970-US-SC	US-SC	US	1970	1970-US-SC
1970-US-SD	US-SD	US	1970	1970-US-SD
1970-US-TN	US-TN	US	1970	1970-US-TN
1970-US-TX	US-TX	US	1970	1970-US-TX
1970-US-UT	US-UT	US	1970	1970-US-UT
1970-US-VA	US-VA	US	1970	1970-US-VA
1970-US-VT	US-VT	US	1970	1970-US-VT
1970-US-WA	US-WA	US	1970	1970-US-WA
1970-US-WI	US-WI	US	1970	1970-US-WI
1970-US-WV	US-WV	US	1970	1970-US-WV
1970-US-WY	US-WY	US	1970	1970-US-WY
1971-CA-AB	CA-AB	CA	1971	1971-CA-AB
1971-CA-BC	CA-BC	CA	1971	1971-CA-BC
1971-CA-MB	CA-MB	CA	1971	1971-CA-MB
1971-CA-NB	CA-NB	CA	1971	1971-CA-NB
1971-CA-NL	CA-NL	CA	1971	1971-CA-NL
1971-CA-NS	CA-NS	CA	1971	1971-CA-NS
1971-CA-NT	CA-NT	CA	1971	1971-CA-NT
1971-CA-NU	CA-NU	CA	1971	1971-CA-NU
1971-CA-ON	CA-ON	CA	1971	1971-CA-ON
1971-CA-PE	CA-PE	CA	1971	1971-CA-PE
1971-CA-QC	CA-QC	CA	1971	1971-CA-QC
1971-CA-SK	CA-SK	CA	1971	1971-CA-SK
1971-CA-YT	CA-YT	CA	1971	1971-CA-YT
1971-US-AK	US-AK	US	1971	1971-US-AK
1971-US-AL	US-AL	US	1971	1971-US-AL
1971-US-AR	US-AR	US	1971	1971-US-AR
1971-US-AZ	US-AZ	US	1971	1971-US-AZ
1971-US-CA	US-CA	US	1971	1971-US-CA
1971-US-CO	US-CO	US	1971	1971-US-CO
1971-US-CT	US-CT	US	1971	1971-US-CT
1971-US-DC	US-DC	US	1971	1971-US-DC
1971-US-DE	US-DE	US	1971	1971-US-DE
1971-US-FL	US-FL	US	1971	1971-US-FL
1971-US-GA	US-GA	US	1971	1971-US-GA
1971-US-HI	US-HI	US	1971	1971-US-HI
1971-US-IA	US-IA	US	1971	1971-US-IA
1971-US-ID	US-ID	US	1971	1971-US-ID
1971-US-IL	US-IL	US	1971	1971-US-IL
1971-US-IN	US-IN	US	1971	1971-US-IN
1971-US-KS	US-KS	US	1971	1971-US-KS
1971-US-KY	US-KY	US	1971	1971-US-KY
1971-US-LA	US-LA	US	1971	1971-US-LA
1971-US-MA	US-MA	US	1971	1971-US-MA
1971-US-MD	US-MD	US	1971	1971-US-MD
1971-US-ME	US-ME	US	1971	1971-US-ME
1971-US-MI	US-MI	US	1971	1971-US-MI
1971-US-MN	US-MN	US	1971	1971-US-MN
1971-US-MO	US-MO	US	1971	1971-US-MO
1971-US-MS	US-MS	US	1971	1971-US-MS
1971-US-MT	US-MT	US	1971	1971-US-MT
1971-US-NC	US-NC	US	1971	1971-US-NC
1971-US-ND	US-ND	US	1971	1971-US-ND
1971-US-NE	US-NE	US	1971	1971-US-NE
1971-US-NH	US-NH	US	1971	1971-US-NH
1971-US-NJ	US-NJ	US	1971	1971-US-NJ
1971-US-NM	US-NM	US	1971	1971-US-NM
1971-US-NV	US-NV	US	1971	1971-US-NV
1971-US-NY	US-NY	US	1971	1971-US-NY
1971-US-OH	US-OH	US	1971	1971-US-OH
1971-US-OK	US-OK	US	1971	1971-US-OK
1971-US-OR	US-OR	US	1971	1971-US-OR
1971-US-PA	US-PA	US	1971	1971-US-PA
1971-US-RI	US-RI	US	1971	1971-US-RI
1971-US-SC	US-SC	US	1971	1971-US-SC
1971-US-SD	US-SD	US	1971	1971-US-SD
1971-US-TN	US-TN	US	1971	1971-US-TN
1971-US-TX	US-TX	US	1971	1971-US-TX
1971-US-UT	US-UT	US	1971	1971-US-UT
1971-US-VA	US-VA	US	1971	1971-US-VA
1971-US-VT	US-VT	US	1971	1971-US-VT
1971-US-WA	US-WA	US	1971	1971-US-WA
1971-US-WI	US-WI	US	1971	1971-US-WI
1971-US-WV	US-WV	US	1971	1971-US-WV
1971-US-WY	US-WY	US	1971	1971-US-WY
1972-CA-AB	CA-AB	CA	1972	1972-CA-AB
1972-CA-BC	CA-BC	CA	1972	1972-CA-BC
1972-CA-MB	CA-MB	CA	1972	1972-CA-MB
1972-CA-NB	CA-NB	CA	1972	1972-CA-NB
1972-CA-NL	CA-NL	CA	1972	1972-CA-NL
1972-CA-NS	CA-NS	CA	1972	1972-CA-NS
1972-CA-NT	CA-NT	CA	1972	1972-CA-NT
1972-CA-NU	CA-NU	CA	1972	1972-CA-NU
1972-CA-ON	CA-ON	CA	1972	1972-CA-ON
1972-CA-PE	CA-PE	CA	1972	1972-CA-PE
1972-CA-QC	CA-QC	CA	1972	1972-CA-QC
1972-CA-SK	CA-SK	CA	1972	1972-CA-SK
1972-CA-YT	CA-YT	CA	1972	1972-CA-YT
1972-US-AK	US-AK	US	1972	1972-US-AK
1972-US-AL	US-AL	US	1972	1972-US-AL
1972-US-AR	US-AR	US	1972	1972-US-AR
1972-US-AZ	US-AZ	US	1972	1972-US-AZ
1972-US-CA	US-CA	US	1972	1972-US-CA
1972-US-CO	US-CO	US	1972	1972-US-CO
1972-US-CT	US-CT	US	1972	1972-US-CT
1972-US-DC	US-DC	US	1972	1972-US-DC
1972-US-DE	US-DE	US	1972	1972-US-DE
1972-US-FL	US-FL	US	1972	1972-US-FL
1972-US-GA	US-GA	US	1972	1972-US-GA
1972-US-HI	US-HI	US	1972	1972-US-HI
1972-US-IA	US-IA	US	1972	1972-US-IA
1972-US-ID	US-ID	US	1972	1972-US-ID
1972-US-IL	US-IL	US	1972	1972-US-IL
1972-US-IN	US-IN	US	1972	1972-US-IN
1972-US-KS	US-KS	US	1972	1972-US-KS
1972-US-KY	US-KY	US	1972	1972-US-KY
1972-US-LA	US-LA	US	1972	1972-US-LA
1972-US-MA	US-MA	US	1972	1972-US-MA
1972-US-MD	US-MD	US	1972	1972-US-MD
1972-US-ME	US-ME	US	1972	1972-US-ME
1972-US-MI	US-MI	US	1972	1972-US-MI
1972-US-MN	US-MN	US	1972	1972-US-MN
1972-US-MO	US-MO	US	1972	1972-US-MO
1972-US-MS	US-MS	US	1972	1972-US-MS
1972-US-MT	US-MT	US	1972	1972-US-MT
1972-US-NC	US-NC	US	1972	1972-US-NC
1972-US-ND	US-ND	US	1972	1972-US-ND
1972-US-NE	US-NE	US	1972	1972-US-NE
1972-US-NH	US-NH	US	1972	1972-US-NH
